word,Information
studi,"[['00593', 1, [20]], ['00858', 3, [24, 96, 106]], ['00358', 2, [42, 60]], ['00317', 1, [127]], ['00151', 2, [22, 43]], ['00903', 2, [20, 57]], ['00746', 1, [7]], ['00144', 1, [41]], ['00952', 1, [16]], ['00458', 1, [20]], ['01176', 1, [46]], ['01156', 1, [87]], ['00003', 1, [2]], ['00515', 1, [61]], ['01192', 1, [5]], ['00963', 1, [37]], ['01110', 1, [13]], ['01084', 2, [4, 22]], ['00567', 2, [76, 96]], ['01066', 2, [31, 61]], ['00186', 1, [23]], ['00973', 2, [12, 117]], ['00334', 1, [59]], ['00145', 1, [13]], ['00483', 1, [71]], ['00990', 1, [63]], ['00058', 1, [85]], ['00310', 1, [7]], ['00496', 2, [6, 26]], ['00077', 5, [48, 50, 86, 117, 129]], ['00158', 1, [9]], ['00176', 1, [33]], ['00466', 2, [22, 81]], ['00438', 2, [46, 56]], ['01193', 1, [18]], ['00371', 1, [7]], ['00043', 1, [15]], ['01004', 2, [13, 41]], ['00178', 1, [71]], ['01044', 2, [8, 27]], ['00052', 1, [10]], ['00062', 1, [13]], ['00228', 1, [8]], ['00270', 5, [5, 8, 95, 105, 116]], ['00969', 2, [6, 70]], ['01236', 1, [18]], ['01054', 1, [6]], ['00695', 1, [11]], ['01197', 2, [223, 305]], ['00662', 1, [20]], ['00198', 1, [7]], ['00804', 1, [162]], ['00495', 3, [19, 77, 84]], ['00362', 1, [57]], ['00842', 1, [13]], ['01180', 1, [12]], ['01206', 1, [87]], ['00485', 1, [65]], ['00285', 1, [7]], ['00462', 1, [122]], ['00564', 1, [22]], ['01175', 1, [31]], ['00367', 5, [3, 13, 105, 121, 158]], ['00011', 1, [14]], ['00122', 1, [1]], ['01204', 2, [19, 60]], ['00913', 1, [14]], ['00165', 1, [81]], ['00542', 2, [9, 73]], ['01230', 1, [35]], ['00410', 1, [11]], ['01099', 1, [50]], ['00215', 1, [135]], ['00831', 3, [1, 20, 28]], ['01047', 1, [7]], ['00279', 2, [68, 95]], ['01003', 2, [2, 55]], ['01213', 2, [32, 62]], ['01007', 1, [15]], ['00008', 1, [70]], ['00006', 1, [29]], ['00678', 3, [31, 41, 51]], ['00467', 1, [14]], ['00704', 1, [47]], ['00251', 3, [38, 61, 84]], ['00046', 1, [59]], ['00499', 1, [38]], ['00071', 1, [1]], ['00819', 2, [20, 105]], ['01101', 1, [19]], ['00393', 1, [11]], ['00030', 1, [78]], ['00575', 1, [133]], ['00089', 1, [50]], ['00738', 1, [1]], ['00860', 1, [125]], ['00793', 1, [41]], ['00866', 1, [31]], ['00750', 1, [4]], ['00680', 1, [14]], ['00781', 1, [9]], ['00686', 1, [134]], ['00664', 2, [11, 77]], ['00445', 2, [2, 38]], ['00592', 1, [61]], ['00482', 1, [34]], ['01043', 2, [9, 96]], ['00392', 2, [122, 124]], ['00258', 8, [34, 36, 122, 127, 132, 147, 158, 204]], ['00660', 1, [55]], ['00883', 1, [2]], ['00196', 3, [21, 28, 50]], ['00139', 1, [91]], ['00587', 1, [98]], ['00205', 1, [22]], ['00878', 1, [29]], ['00316', 2, [1, 17]], ['00640', 1, [15]], ['00912', 2, [5, 44]], ['00523', 1, [23]], ['01115', 1, [92]], ['00083', 1, [109]], ['00281', 1, [136]], ['00524', 1, [34]], ['00341', 2, [8, 18]], ['00448', 1, [8]], ['00072', 3, [14, 35, 63]], ['00446', 2, [55, 63]], ['00501', 3, [8, 79, 89]], ['00602', 1, [13]], ['00585', 1, [13]], ['00079', 2, [56, 65]], ['00243', 4, [36, 56, 87, 102]], ['01116', 1, [21]], ['00904', 1, [6]], ['01064', 2, [1, 25]], ['00782', 2, [10, 27]], ['00671', 3, [6, 34, 50]], ['00183', 1, [30]], ['00264', 1, [18]], ['00184', 1, [9]], ['00268', 1, [140]], ['00674', 1, [32]], ['00350', 2, [55, 71]], ['00304', 2, [1, 175]], ['00319', 2, [1, 38]], ['01132', 2, [6, 47]], ['00569', 1, [4]], ['00425', 1, [25]], ['01034', 1, [59]], ['00231', 1, [31]], ['00187', 1, [36]], ['00114', 1, [3]], ['00303', 1, [9]], ['00769', 1, [11]], ['01222', 1, [62]], ['00685', 1, [8]], ['00521', 3, [8, 26, 165]], ['01092', 1, [35]], ['00658', 1, [22]], ['01085', 2, [9, 18]], ['00565', 1, [2]], ['00758', 1, [33]], ['01037', 1, [68]], ['00563', 2, [25, 50]], ['01016', 3, [6, 22, 42]], ['00850', 1, [24]], ['01059', 1, [102]], ['01136', 2, [12, 51]], ['00785', 1, [44]], ['00548', 2, [20, 87]], ['00242', 1, [98]], ['00453', 1, [40]], ['00180', 2, [19, 46]], ['00029', 1, [62]], ['01170', 2, [7, 29]], ['00236', 3, [6, 8, 25]], ['01039', 1, [17]], ['01161', 2, [4, 34]], ['00272', 2, [11, 108]], ['00504', 2, [8, 32]], ['00484', 1, [39]], ['00286', 1, [16]], ['00847', 1, [18]], ['00574', 1, [2]], ['01149', 3, [21, 34, 177]], ['00244', 2, [11, 127]], ['00789', 1, [9]], ['01096', 1, [32]], ['01153', 3, [4, 25, 34]], ['00869', 2, [1, 31]], ['00190', 2, [1, 41]], ['00856', 6, [33, 45, 55, 69, 78, 118]], ['00356', 1, [17]], ['00546', 1, [8]], ['01129', 2, [67, 82]], ['00509', 1, [10]], ['00126', 1, [55]], ['00652', 1, [71]], ['00115', 1, [58]], ['00599', 1, [8]], ['00886', 1, [4]], ['00140', 2, [81, 103]], ['00235', 2, [5, 28]], ['00019', 1, [143]], ['00613', 1, [81]], ['00530', 2, [1, 149]], ['00048', 1, [2]], ['00578', 1, [91]], ['01077', 1, [29]], ['01165', 1, [10]], ['00001', 1, [30]], ['00976', 2, [57, 114]], ['01171', 2, [7, 101]], ['01146', 2, [67, 75]], ['01224', 2, [29, 56]], ['00867', 1, [39]], ['00313', 1, [105]], ['00840', 2, [90, 121]], ['00223', 1, [40]], ['00137', 1, [7]], ['00411', 4, [5, 18, 42, 119]], ['00349', 1, [10]], ['01188', 1, [11]], ['00431', 3, [78, 95, 100]], ['00786', 3, [11, 14, 74]], ['00300', 1, [33]], ['00087', 1, [9]], ['00947', 1, [52]], ['00771', 2, [8, 86]], ['00843', 2, [9, 47]], ['00875', 2, [94, 106]], ['00848', 1, [112]], ['00710', 1, [27]], ['00981', 1, [36]], ['00810', 2, [6, 46]], ['00825', 1, [43]], ['00346', 1, [26]], ['00123', 1, [12]], ['00978', 1, [7]], ['01223', 1, [34]], ['01090', 3, [19, 31, 89]], ['00107', 1, [93]], ['00571', 2, [8, 22]], ['00754', 2, [23, 86]], ['00091', 1, [10]], ['01045', 2, [9, 46]], ['00610', 3, [38, 53, 94]], ['00163', 4, [26, 48, 76, 94]], ['00595', 1, [9]], ['00661', 2, [73, 104]], ['00238', 2, [29, 52]], ['00516', 2, [54, 62]], ['00051', 1, [12]], ['00020', 2, [21, 34]], ['01008', 1, [42]], ['00992', 1, [65]], ['00541', 1, [26]], ['00734', 2, [62, 81]], ['01158', 2, [13, 33]], ['00757', 1, [5]], ['00957', 1, [67]], ['01112', 2, [18, 51]], ['00673', 2, [8, 87]], ['01142', 2, [25, 57]], ['01169', 2, [33, 52]], ['00646', 3, [3, 30, 74]], ['00835', 1, [62]], ['00364', 3, [25, 42, 47]], ['00891', 1, [1]], ['00080', 1, [10]], ['01038', 1, [55]], ['00473', 2, [29, 83]], ['00169', 2, [16, 32]], ['00155', 1, [16]], ['00170', 1, [5]], ['01002', 1, [95]], ['01020', 1, [71]], ['00056', 1, [64]], ['00543', 1, [8]], ['01005', 3, [10, 117, 123]], ['00241', 2, [38, 53]], ['00676', 3, [7, 16, 82]], ['00454', 3, [9, 17, 31]], ['01068', 1, [18]], ['00755', 1, [82]], ['00284', 1, [21]], ['00668', 1, [61]], ['01083', 2, [108, 135]], ['00209', 1, [12]], ['01220', 2, [38, 56]], ['00449', 1, [30]], ['00812', 1, [2]], ['00936', 1, [26]], ['01203', 2, [37, 55]], ['00549', 1, [24]], ['01150', 1, [22]], ['01035', 1, [40]], ['00651', 1, [30]], ['00699', 2, [13, 42]], ['00487', 1, [12]], ['00711', 1, [9]], ['00828', 1, [8]], ['01108', 2, [44, 77]], ['00505', 2, [11, 59]], ['01201', 1, [19]], ['00657', 2, [15, 46]], ['00702', 1, [94]], ['00538', 1, [69]], ['00459', 1, [39]], ['00647', 2, [7, 82]], ['00063', 4, [11, 22, 35, 44]], ['00917', 1, [20]], ['00415', 1, [132]], ['00366', 2, [6, 62]], ['01218', 1, [68]], ['00814', 2, [4, 13]], ['00683', 1, [16]], ['00120', 1, [16]], ['00655', 2, [96, 128]], ['01178', 1, [32]], ['00568', 2, [36, 70]], ['00691', 1, [32]], ['00806', 1, [63]], ['01094', 1, [6]], ['00108', 1, [9]], ['00854', 1, [60]], ['00744', 1, [32]], ['00323', 1, [8]], ['01006', 1, [141]], ['00441', 1, [73]], ['00964', 1, [14]], ['00171', 1, [19]], ['00749', 1, [1]], ['00348', 1, [12]], ['00034', 2, [43, 60]], ['00532', 2, [72, 92]], ['01012', 1, [47]], ['00041', 1, [51]], ['00439', 4, [25, 28, 48, 81]], ['01027', 2, [46, 79]], ['00388', 1, [28]], ['00064', 2, [35, 40]], ['00956', 1, [253]], ['00175', 1, [8]], ['00522', 1, [93]], ['00093', 2, [24, 43]], ['01050', 1, [1]], ['01107', 1, [14]], ['00254', 1, [65]], ['01055', 1, [13]], ['00164', 2, [9, 33]], ['00333', 1, [30]], ['00352', 1, [32]], ['00335', 2, [1, 10]], ['00672', 2, [25, 68]], ['00638', 1, [18]], ['00299', 1, [3]], ['00531', 1, [4]], ['00435', 3, [38, 43, 91]], ['00457', 2, [42, 45]], ['00112', 3, [14, 23, 74]], ['00471', 2, [23, 26]], ['00550', 3, [16, 54, 58]], ['00795', 1, [84]], ['01117', 1, [31]], ['00424', 1, [58]], ['00519', 1, [27]], ['00028', 2, [1, 13]], ['00586', 1, [4]], ['00667', 1, [104]], ['00559', 3, [134, 162, 174]], ['00162', 1, [7]], ['00907', 1, [56]], ['00429', 1, [5]], ['00074', 1, [19]], ['00846', 1, [40]], ['00090', 1, [5]], ['00004', 2, [2, 40]], ['00696', 2, [8, 83]], ['00745', 2, [192, 219]], ['00354', 1, [7]], ['01072', 1, [21]], ['01143', 1, [21]], ['00498', 1, [16]], ['00306', 2, [43, 155]], ['00263', 1, [23]], ['01172', 1, [14]], ['00800', 2, [2, 35]], ['01168', 1, [28]], ['00633', 2, [1, 62]], ['00289', 1, [27]], ['00803', 1, [156]], ['00896', 1, [96]], ['00297', 1, [94]], ['00625', 2, [24, 65]], ['00194', 1, [19]], ['00232', 1, [69]], ['00993', 1, [14]], ['00283', 1, [15]], ['00143', 1, [15]], ['00130', 1, [5]], ['01041', 1, [65]], ['00357', 1, [12]], ['00897', 1, [39]], ['00201', 2, [77, 85]], ['00024', 1, [9]], ['01018', 1, [21]], ['01160', 2, [27, 81]], ['00106', 2, [9, 87]], ['00355', 1, [21]], ['01185', 4, [28, 36, 60, 103]]]"
stunt,"[['00180', 1, [59]], ['00643', 1, [138]]]"
subcellular,"[['00165', 1, [49]]]"
subclass,"[['00892', 1, [199]], ['00402', 1, [11]]]"
subclin,"[['00059', 1, [78]], ['00919', 1, [19]]]"
subcultur,"[['00260', 1, [121]], ['00265', 1, [35]], ['00447', 1, [72]], ['00576', 1, [44]], ['01055', 1, [60]]]"
subcutan,"[['01143', 1, [34]]]"
subdivid,"[['00662', 1, [16]]]"
subgroup,"[['00794', 2, [94, 100]], ['00653', 1, [87]], ['00366', 1, [35]], ['00323', 1, [58]], ['01006', 3, [63, 110, 118]]]"
subintim,"[['00348', 1, [110]]]"
subject,"[['00358', 1, [27]], ['01196', 1, [48]], ['00317', 1, [39]], ['00151', 1, [21]], ['00144', 1, [69]], ['00037', 1, [30]], ['00572', 1, [15]], ['00145', 1, [15]], ['00310', 3, [34, 42, 58]], ['00054', 2, [10, 40]], ['00320', 3, [23, 82, 100]], ['00077', 1, [70]], ['00466', 4, [20, 47, 61, 80]], ['00124', 1, [6]], ['00486', 1, [16]], ['00023', 1, [13]], ['00228', 2, [34, 77]], ['00715', 1, [24]], ['00255', 1, [19]], ['00374', 1, [112]], ['00225', 1, [78]], ['01206', 3, [22, 39, 78]], ['00606', 8, [6, 37, 51, 62, 73, 75, 112, 123]], ['00308', 2, [58, 90]], ['00462', 1, [23]], ['00070', 2, [19, 40]], ['00122', 1, [56]], ['00305', 3, [27, 50, 66]], ['01099', 1, [61]], ['00831', 1, [27]], ['00279', 2, [13, 21]], ['00958', 2, [7, 20]], ['00590', 1, [63]], ['00529', 4, [13, 27, 40, 73]], ['00251', 1, [28]], ['00393', 1, [9]], ['00150', 1, [22]], ['00463', 2, [49, 61]], ['00680', 5, [9, 10, 33, 59, 73]], ['00417', 1, [46]], ['00409', 1, [25]], ['00517', 1, [77]], ['00307', 16, [17, 23, 51, 65, 85, 99, 123, 137, 155, 166, 187, 234, 249, 258, 262, 277]], ['00616', 1, [52]], ['00196', 3, [12, 16, 55]], ['00139', 1, [10]], ['00436', 1, [52]], ['00437', 1, [25]], ['00737', 2, [34, 37]], ['00501', 1, [61]], ['00259', 2, [42, 120]], ['00585', 1, [87]], ['00293', 1, [43]], ['01237', 2, [16, 53]], ['00141', 2, [19, 144]], ['00268', 1, [53]], ['00674', 1, [29]], ['00304', 2, [116, 152]], ['00273', 1, [12]], ['01124', 1, [14]], ['00172', 2, [12, 29]], ['00187', 1, [69]], ['00769', 2, [51, 82]], ['00535', 1, [90]], ['01058', 1, [28]], ['01126', 1, [37]], ['00685', 1, [38]], ['00521', 2, [64, 140]], ['00195', 2, [48, 87]], ['00995', 2, [32, 58]], ['01111', 1, [44]], ['00850', 3, [12, 30, 74]], ['00261', 1, [51]], ['00528', 1, [50]], ['01161', 1, [14]], ['00147', 4, [22, 36, 46, 56]], ['01075', 1, [101]], ['00865', 1, [25]], ['00190', 2, [64, 73]], ['00356', 2, [10, 22]], ['00546', 1, [51]], ['01238', 1, [62]], ['00886', 1, [93]], ['00140', 2, [14, 29]], ['00019', 1, [146]], ['01165', 2, [16, 75]], ['01209', 1, [12]], ['00313', 2, [15, 38]], ['00137', 2, [143, 150]], ['01188', 1, [109]], ['00526', 3, [9, 62, 98]], ['00191', 2, [18, 52]], ['00479', 1, [44]], ['00848', 3, [36, 82, 98]], ['00978', 5, [19, 50, 90, 109, 120]], ['00807', 1, [78]], ['00107', 2, [85, 100]], ['00520', 2, [11, 26]], ['00754', 5, [8, 46, 59, 74, 97]], ['00404', 1, [16]], ['00961', 2, [46, 80]], ['00992', 1, [64]], ['01112', 1, [41]], ['01142', 2, [20, 79]], ['00527', 3, [11, 24, 128]], ['01038', 1, [158]], ['00953', 1, [87]], ['00224', 1, [68]], ['00246', 1, [23]], ['01005', 1, [79]], ['00241', 1, [72]], ['00676', 2, [104, 175]], ['00960', 2, [40, 73]], ['00755', 3, [25, 80, 93]], ['00290', 1, [67]], ['00549', 1, [22]], ['01062', 1, [21]], ['01108', 2, [75, 89]], ['01046', 3, [19, 28, 53]], ['01049', 4, [34, 72, 81, 93]], ['00713', 1, [62]], ['00271', 1, [30]], ['00138', 1, [23]], ['00748', 2, [8, 21]], ['00412', 1, [41]], ['01006', 4, [30, 32, 64, 85]], ['00026', 2, [20, 43]], ['00302', 1, [59]], ['00022', 2, [29, 55]], ['00348', 1, [34]], ['01191', 1, [34]], ['01107', 1, [40]], ['00630', 1, [58]], ['00959', 1, [39]], ['00497', 2, [11, 24]], ['00002', 2, [11, 42]], ['00608', 2, [38, 81]], ['01231', 3, [6, 12, 47]], ['00028', 1, [35]], ['00901', 4, [25, 32, 60, 103]], ['01076', 1, [62]], ['00946', 1, [54]], ['00306', 3, [98, 114, 125]], ['00263', 1, [90]], ['00885', 3, [50, 64, 76]], ['00369', 3, [35, 54, 75]], ['00403', 1, [52]], ['00199', 1, [21]], ['00803', 1, [40]], ['00896', 2, [25, 55]], ['00629', 1, [40]], ['00747', 2, [8, 46]], ['00556', 1, [48]], ['00201', 1, [38]], ['00024', 1, [37]], ['01137', 1, [41]], ['01185', 2, [43, 73]]]"
sublingu,"[['00192', 2, [26, 66]], ['00137', 1, [119]]]"
submandibular,"[['00375', 3, [2, 10, 193]], ['00455', 1, [12]], ['00137', 1, [108]], ['01121', 2, [3, 46]], ['00040', 3, [5, 13, 65]]]"
submaxillari,"[['01199', 4, [11, 31, 51, 110]], ['00139', 2, [5, 136]], ['00955', 1, [28]], ['00311', 2, [12, 14]], ['00053', 1, [26]], ['00742', 5, [14, 22, 53, 217, 228]], ['00853', 1, [25]], ['00309', 2, [8, 20]], ['00854', 1, [12]]]"
submaxillarysublingu,"[['00619', 1, [8]]]"
submaxilliari,"[['00139', 1, [18]]]"
submit,"[['00036', 1, [123]], ['01143', 1, [40]]]"
submucos,"[['00137', 1, [130]], ['01125', 1, [35]], ['00498', 1, [75]]]"
submucosa,"[['00909', 1, [68]], ['01125', 1, [86]]]"
subnorm,"[['00620', 1, [20]], ['00290', 1, [12]]]"
subpleur,"[['00363', 1, [17]]]"
subpopul,"[['00425', 1, [44]], ['01077', 1, [66]]]"
subscapular,"[['00813', 1, [46]]]"
subsequ,"[['01084', 1, [17]], ['00712', 1, [49]], ['00910', 1, [38]], ['00827', 1, [45]], ['00462', 1, [35]], ['00534', 1, [20]], ['01173', 1, [105]], ['00704', 1, [21]], ['00141', 1, [81]], ['00111', 1, [67]], ['00422', 1, [61]], ['01136', 1, [68]], ['00180', 1, [14]], ['00272', 1, [100]], ['00484', 1, [112]], ['00322', 1, [23]], ['00177', 1, [101]], ['00312', 1, [128]], ['01171', 2, [13, 96]], ['00300', 1, [66]], ['00947', 1, [55]], ['01014', 3, [55, 84, 98]], ['00661', 1, [4]], ['01227', 1, [58]], ['00541', 1, [11]], ['00380', 1, [57]], ['00726', 1, [55]], ['00868', 1, [32]], ['00749', 1, [135]], ['00481', 1, [47]], ['00333', 1, [107]], ['00596', 1, [79]], ['00234', 2, [66, 85]], ['01185', 1, [59]]]"
substanc,"[['00408', 2, [54, 62]], ['00007', 1, [121]], ['00270', 1, [71]], ['00374', 1, [61]], ['00386', 1, [26]], ['01175', 4, [37, 50, 60, 66]], ['00122', 2, [16, 37]], ['01217', 2, [71, 84]], ['00831', 1, [77]], ['00892', 1, [4]], ['00738', 1, [193]], ['00501', 1, [91]], ['00484', 1, [81]], ['00789', 2, [3, 18]], ['01075', 1, [1]], ['01238', 1, [40]], ['00313', 1, [107]], ['00104', 1, [105]], ['00167', 1, [39]], ['00553', 1, [101]], ['00726', 3, [95, 141, 157]], ['01178', 1, [40]], ['00748', 5, [5, 32, 53, 95, 135]], ['00749', 1, [53]], ['00919', 1, [50]], ['00925', 2, [58, 77]], ['00201', 1, [75]]]"
substanti,"[['00969', 1, [60]], ['00134', 1, [67]], ['00071', 1, [65]], ['01200', 1, [142]], ['00849', 1, [12]], ['00710', 1, [50]], ['00981', 1, [54]], ['00807', 1, [63]], ['00472', 1, [37]], ['00473', 1, [59]], ['00290', 1, [24]], ['00328', 1, [46]], ['01183', 1, [74]], ['01191', 1, [38]], ['00617', 1, [96]], ['00360', 2, [63, 112]], ['01140', 1, [45]]]"
substitut,"[['00153', 1, [18]], ['00730', 1, [49]], ['00235', 1, [140]], ['00578', 1, [43]], ['00091', 1, [54]], ['00340', 1, [64]], ['00539', 1, [74]], ['00936', 1, [64]], ['00596', 1, [121]]]"
substrat,"[['00572', 1, [115]], ['00405', 2, [56, 91]], ['00371', 2, [47, 61]], ['00462', 1, [51]], ['00305', 1, [33]], ['00681', 2, [33, 63]], ['00575', 2, [62, 66]], ['00640', 3, [26, 34, 62]], ['01202', 1, [40]], ['01222', 1, [76]], ['01085', 2, [87, 92]], ['01016', 1, [170]], ['00717', 1, [15]], ['00890', 1, [70]], ['00847', 1, [22]], ['00197', 1, [77]], ['00853', 1, [22]], ['00246', 1, [28]], ['00131', 1, [33]], ['00854', 1, [9]], ['00532', 1, [147]], ['00956', 1, [61]], ['01055', 1, [52]], ['00919', 1, [38]]]"
subtl,"[['00822', 1, [94]]]"
subunit,"[['00857', 1, [44]], ['01025', 1, [13]], ['00530', 1, [95]]]"
succeed,"[['00969', 2, [46, 76]]]"
success,"[['00542', 1, [122]], ['00887', 1, [7]], ['00136', 1, [32]], ['01043', 1, [28]], ['00146', 1, [49]], ['00179', 1, [86]], ['00315', 3, [20, 29, 116]], ['00634', 1, [62]], ['00450', 2, [9, 62]], ['01146', 1, [94]], ['01188', 1, [18]], ['00193', 1, [63]], ['00807', 1, [42]], ['00595', 1, [61]], ['01227', 1, [78]], ['01078', 1, [46]], ['00396', 1, [37]], ['00459', 1, [45]], ['00943', 1, [70]], ['00596', 2, [15, 50]], ['00289', 1, [33]]]"
succumb,"[['01119', 1, [77]], ['01173', 1, [106]], ['00411', 1, [98]]]"
sucras,"[['00319', 2, [43, 79]], ['00755', 2, [33, 58]]]"
sucros,"[['00841', 1, [46]], ['01059', 1, [34]]]"
suction,"[['00396', 1, [44]]]"
sudden,"[['00517', 1, [26]]]"
sudorif,"[['00261', 1, [77]]]"
suffer,"[['00276', 1, [16]], ['00331', 1, [8]], ['00969', 1, [95]], ['00262', 1, [17]], ['00006', 1, [39]], ['00499', 1, [21]], ['00783', 1, [46]], ['00239', 1, [30]], ['00790', 1, [7]], ['00341', 1, [4]], ['00452', 1, [35]], ['00325', 1, [111]], ['00231', 2, [10, 18]], ['00126', 1, [22]], ['00620', 1, [23]], ['00330', 1, [58]], ['00256', 2, [9, 21]], ['00976', 1, [11]], ['01171', 1, [36]], ['00036', 1, [108]], ['01036', 1, [57]], ['01228', 1, [15]], ['00600', 1, [35]], ['00661', 1, [13]], ['00776', 1, [99]], ['00863', 1, [21]], ['00626', 2, [14, 48]], ['01154', 1, [46]], ['00651', 1, [12]], ['01151', 1, [15]], ['00459', 1, [22]], ['00588', 1, [87]], ['01121', 1, [20]], ['00333', 1, [133]], ['00435', 1, [18]], ['00162', 1, [53]], ['00977', 1, [6]]]"
sufferer,"[['00514', 1, [59]]]"
suffic,"[['00596', 1, [46]]]"
suffici,"[['00980', 1, [84]], ['00098', 2, [57, 125]], ['00225', 1, [80]], ['00739', 1, [97]], ['00268', 1, [95]], ['00709', 1, [126]], ['00886', 1, [28]], ['00613', 1, [88]], ['00807', 1, [59]], ['00379', 1, [47]], ['00033', 1, [14]], ['00679', 1, [54]], ['00669', 1, [74]], ['00693', 1, [65]], ['00254', 1, [37]]]"
sugar,"[['00857', 1, [61]], ['01197', 4, [109, 111, 116, 196]], ['00298', 1, [83]], ['00932', 1, [24]], ['00319', 1, [26]], ['00563', 2, [82, 224]], ['00456', 1, [36]], ['00430', 1, [21]], ['01088', 2, [5, 34]]]"
